"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC170727TCc2","27/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","85","","","Morto","ND","Guardia Costiera","Valeria Angelini","Centro di Recupero","44.62972","12.26694"
"CSC170727TCc1","27/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","70","","","Morto","ND","Guardia Costiera","Valeria Angelini","Centro di Recupero","44.74056","12.24417"
"CSC170726TCc1","26/07/2017","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","33.2","","CSCIT124","Vivo","ND","Privato cittadino","Daniela Profico","Centro Studi Cetacei","42.51767","14.4915"
"CSC170723TCc1","23/07/2017","Caretta caretta","Abruzzo","Chieti","Vasto","F","63","","","Morto","ND","Guardia Costiera","Roberto Valente","CSC/ASL","42.0966","14.72707"
"CSC170723TCc2","23/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","43","","","Morto","ND","Guardia Costiera","Valeria Angelini","Centro di Recupero","44.6772","12.24619"
"CSC170722TCc2","22/07/2017","Caretta caretta","Abruzzo","Chieti","Vasto","F","70","","","Morto","ND","Guardia Costiera","Roberto Valente","CSC/ASL","42.08355","14.7465"
"CSC170722TCc1","22/07/2017","Caretta caretta","Abruzzo","Chieti","Vasto","F","75","","","Morto","ND","Guardia Costiera","Roberto Valente","Centro Studi Cetacei","42.08267","14.74808"
"CSC170722TCc5","22/07/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","F","39","","","Morto","ND","Guardia Costiera","Guido Tempera","ASUR","42.90833","13.90806"
"CSC170722TCc3","22/07/2017","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","48","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.71306","13.99306"
"CSC170722TCc4","22/07/2017","Caretta caretta","Abruzzo","Teramo","Alba Adriatica","ND","73","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.83","13.93389"
"CSC170721TCc2","21/07/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","100","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.32879","12.33863"
"CSC170721TCc1","21/07/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","35","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.45833","14.23643"
"CSC170720TCc3","20/07/2017","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","42","","","Morto","ND","Privato cittadino","William Di Nardo","CSC/ASL","42.40809","14.31844"
"CSC170720TCc1","20/07/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","66","","","Morto","ND","Guardia Costiera","Martina De Cristofaro","Centro Studi Cetacei","42.4964","14.74365"
"CSC170720TCc2","20/07/2017","Caretta caretta","Abruzzo","Chieti","Ortona","F","64","","","Morto","ND","Privato cittadino","William Di Nardo","CSC/ASL","42.31999","14.43627"
"CSC170719TCc2","19/07/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","60","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.39111","12.31722"
"CSC170719TCc1","19/07/2017","Caretta caretta","Abruzzo","Pescara","Montesilvano","F","71","","","Morto","ND","Motopeschereccio","Martina De Cristofaro","Centro Studi Cetacei","42.56846","14.32452"
"CSC170719TCc3","19/07/2017","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","30","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.75333","13.16778"
"CSC170717TCc1","17/07/2017","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","62","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.77583","13.12861"
"CSC170717TCc2","17/07/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","M","35","","","Morto","ND","Privato cittadino","Mariotti Nazzareno","ASUR","42.95564","13.88749"
"CSC170716TCc1","16/07/2017","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","21.4","","CSCIT121","Vivo","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.43602","14.26816"
"CSC170716TCc3","16/07/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","","","","Morto","ND","Privato cittadino","Mariotti Nazzareno","ASUR","42.93389","13.89472"
"CSC170716TCc2","16/07/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","42","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.5425","14.13083"
"CSC170715TCc1","15/07/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","35","","","Morto","ND","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.47632","14.20948"
"CSC170714TCc1","14/07/2017","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","44","","","Morto","ND","Guardia Costiera","Giuseppe Capozzella","ASL","42.66889","14.025"
"CSC170714TCc2","14/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","75","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.66139","12.25139"
"CSC170712TCc1","12/07/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","M","31","","","Vivo","ND","Guardia Costiera","anonimo","Centro di Recupero","44.46267","12.28975"
"CSC170711TCc1","11/07/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","48","","","Morto","ND","Guardia Costiera","Roberto Valente","CSC/ASL","42.17661","14.6936"
"CSC170710TCc1","10/07/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","35","","","Morto","ND","Guardia Costiera","Pasquale Santoriello","Guardia Costiera","42.54076","14.13312"
"CSC170710TCc2","10/07/2017","Caretta caretta","Marche","Fermo","Fermo","ND","45","","","Morto","ND","Privato cittadino","Iacchia Giuseppe","ASUR","43.14906","13.81646"
"CSC170710TCc3","10/07/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","50","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.51417","12.28056"
"CSC170708TCc2","08/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","62","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.67857","12.24504"
"CSC170708TCc1","08/07/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","59","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.11876","14.72001"
"CSC170706TCc1","06/07/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","45","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.50081","14.2607"
"CSC170706TCc2","06/07/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","51.5","","","Morto","ND","Privato cittadino","Sergio Guccione","Centro Studi Cetacei","42.46501","14.2512"
"CSC170706TCc3","06/07/2017","Caretta caretta","Calabria","Reggio di Calabria","Siderno","M","50","","","Vivo","ND","Privato cittadino","Genovese Cinzia","ASUR","38.265","16.29694"
"CSC170704TCc1","04/07/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","40","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.24972","12.36778"
"CSC170703TCc1","03/07/2017","Caretta caretta","Molise","Campobasso","Termoli","ND","72","7536A","","Morto","ND","Guardia Costiera","Petronilla Pozzi","ASREM","42.01008","14.95679"
"CSC170701TCc1","01/07/2017","Caretta caretta","Molise","Campobasso","Petacciato","ND","71","","","Morto","ND","","Nicola Ciarallo","ASREM","42.04463","14.83401"
"CSC170629TCc1","29/06/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","43","","","Morto","ND","Privato cittadino","Pasquale Santoriello","Guardia Costiera","42.55263","14.12037"
"CSC170627TCc1","27/06/2017","Caretta caretta","Liguria","Imperia","Imperia","ND","22","","","Morto","ND","Privato cittadino","Walter Mignone","Istituto Zooprofilattico","43.88307","8.02828"
"CSC170626TCc1","26/06/2017","Caretta caretta","Abruzzo","Chieti","San Salvo","ND","59","","","Morto","ND","Guardia Costiera","Roberto Valente","CSC/ASL","42.07616","14.76207"
"CSC170625TCc1","25/06/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","59","WWF7156A","","Morto","ND","Guardia Costiera","Roberto Valente","CSC/ASL","42.10556","14.71831"
"CSC170623TCc1","23/06/2017","Caretta caretta","Liguria","Imperia","Sanremo","ND","50","","","Morto","ND","Guardia Costiera","Walter Mignone","Istituto Zooprofilattico","43.82203","7.81531"
"CSC170622TCc2","22/06/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","70","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.69917","12.24056"
"CSC170622TCc1","22/06/2017","Caretta caretta","Abruzzo","Teramo","Alba Adriatica","ND","15","","","Morto","ND","Guardia Costiera","Monica Gramenzi","ASL","42.83716","13.93296"
"CSC170622TCc4","22/06/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","43","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.75484","12.24791"
"CSC170622TCc3","22/06/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","63","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.73556","12.24639"
"CSC170621TCc1","21/06/2017","Caretta caretta","Lazio","Roma","Fiumicino","ND","80","","","Morto","ND","Privato cittadino","Scholl","Centro di Recupero","41.78972","12.22194"
"CSC170621TCc2","21/06/2017","Caretta caretta","Calabria","Cosenza","Amantea","M","73","","","Vivo","ND","Privato cittadino","Santoro Salvatore","Centro di Recupero","39.12889","16.06861"
"CSC170620TCc1","20/06/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","20","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.25889","12.36139"
"CSC170620TCc2","20/06/2017","Caretta caretta","Lazio","Roma","Ladispoli","ND","80","","","Morto","ND","Privato cittadino","Ciro Ventotto","Guardia Costiera","41.9625","12.04416"
"CSC170619TCc1","19/06/2017","Caretta caretta","Liguria","Savona","Loano","ND","43","","","Morto","ND","Guardia Costiera","Walter Mignone","Istituto Zooprofilattico","44.12765","8.2626"
"CSC170619TCc2","19/06/2017","Caretta caretta","Friuli","Gorizia","Monfalcone","ND","45","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","45.77806","13.53417"
"CSC170618TCc2","18/06/2017","Caretta caretta","Abruzzo","Teramo","Pineto","ND","60","","","Morto","ND","Guardia Costiera","Pasquale Santoriello","Guardia Costiera","42.60167","14.07389"
"CSC170618TCc3","18/06/2017","Caretta caretta","Friuli","Gorizia","Monfalcone","ND","40","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","45.77109","13.52619"
"CSC170618TCc1","18/06/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","53","","","Morto","ND","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.48623","14.20023"
"CSC170618TCc4","18/06/2017","Caretta caretta","Friuli","Gorizia","Monfalcone","ND","40","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","45.77361","13.53056"
"CSC170617TCc1","17/06/2017","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","60","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.75917","13.15611"
"CSC170617TCc2","17/06/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","30","","","Morto","ND","Guardia Costiera","anonimo","Associazione","44.26889","12.36"
"CSC170616TCc1","16/06/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","54","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.08488","14.74415"
"CSC170614TCc2","14/06/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","45","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.70167","12.24"
"CSC170614TCc1","14/06/2017","Caretta caretta","Abruzzo","Chieti","Ortona","ND","64","","","Morto","ND","Guardia Costiera","William Di Nardo","CSC/ASL","42.38984","14.35149"
"CSC170611TCc1","11/06/2017","Caretta caretta","Abruzzo","Chieti","Ortona","ND","34","","CSCIT120","Vivo","ND","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.39063","14.38426"
"CSC170611TCc2","11/06/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","76","","","Morto","ND","Guardia Costiera","Pasquale Santoriello","Guardia Costiera","42.53172","14.14443"
"CSC170611TCc3","11/06/2017","Caretta caretta","Molise","Campobasso","Termoli","ND","50","","","Morto","ND","Privato cittadino","Giuseppe Berardinelli","ASL","42.01708","14.91885"
"CSC170610TCc4","10/06/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","40","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.27583","12.355"
"CSC170610TCc1","10/06/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","64","LEGAMBIENTEIT3669","","Morto","ND","Guardia Costiera","Giuseppe Torzi","ASL","42.1026","14.72032"
"CSC170610TCc3","10/06/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","60","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.41953","12.30876"
"CSC170610TCc2","10/06/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","60","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.25381","12.36571"
"CSC170609TCc4","09/06/2017","Caretta caretta","Marche","Macerata","Potenza Picena","ND","","","","Morto","ND","Privato cittadino","Mattozzi Claudio","ASUR","43.39139","13.68361"
"CSC170609TCc1","09/06/2017","Caretta caretta","Liguria","Imperia","Santo Stefano al Mare","ND","40","","","Morto","ND","Guardia Costiera","Walter Mignone","Istituto Zooprofilattico","43.83678","7.90647"
"CSC170609TCc2","09/06/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","60","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.41953","12.30876"
"CSC170609TCc3","09/06/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","70","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.43861","12.29861"
"CSC170607TCc2","07/06/2017","Caretta caretta","Abruzzo","Chieti","San Salvo","F","66.4","","CSCIT119","Vivo","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.07388","14.76848"
"CSC170607TCc1","07/06/2017","Caretta caretta","Abruzzo","Teramo","Pineto","ND","40","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.64596","14.04387"
"CSC170605TCc1","05/06/2017","Caretta caretta","Abruzzo","Chieti","Vasto","F","56.5","","","Morto","ND","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.08591","14.74169"
"CSC170530TCc1","30/05/2017","Caretta caretta","Friuli","Gorizia","Staranzano","ND","60","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","45.76833","13.52389"
"CSC170528TCc1","28/05/2017","Caretta caretta","Calabria","Catanzaro","Nocera Terinese","ND","68","","","Morto","ND","Privato cittadino","Bonello Battista","ASL","39.03175","16.0986"
"CSC170528TCc2","28/05/2017","Caretta caretta","Lazio","Roma","Fiumicino","ND","48","","","Morto","No","Privato cittadino","Alfredo Iermano","Guardia Costiera","41.77003","12.22011"
"CSC170523TCc2","23/05/2017","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","46","","","Morto","ND","Privato cittadino","L. Risolo","Centro Studi Cetacei","43.64389","13.37028"
"CSC170523TCc1","23/05/2017","Caretta caretta","Campania","Salerno","Ascea","ND","63","","","Morto","ND","Privato cittadino","Palladino Franco","ASL","40.15139","15.15278"
"CSC170522TCc1","22/05/2017","Caretta caretta","Marche","Ancona","Senigallia","ND","70","","","Morto","ND","Privato cittadino","Guidoni Giorgio","ASUR","43.71278","13.22972"
"CSC170520TCc1","20/05/2017","Caretta caretta","Molise","Campobasso","Termoli","ND","77","","","Morto","ND","Guardia Costiera","Giuseppe Quici","ASREM","42.01879","14.91059"
"CSC170518TCc1","18/05/2017","Caretta caretta","Friuli","Gorizia","Monfalcone","ND","70","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","45.77306","13.52944"
"CSC170517TCc1","17/05/2017","Caretta caretta","Abruzzo","Chieti","Casalbordino","ND","66","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.20403","14.60737"
"CSC170517TCc3","17/05/2017","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","70","","","Morto","ND","Privato cittadino","Luzzi","ASUR","43.76431","13.14911"
"CSC170517TCc2","17/05/2017","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","27","","","Morto","ND","Privato cittadino","Eusebi Alan","ASUR","43.9225","12.89889"
"CSC170516TCc1","16/05/2017","Caretta caretta","Calabria","Cosenza","Montegiordano","F","55","","","Morto","ND","Privato cittadino","Graziella Pugliese","ASL","40.04066","16.59901"
"CSC170515TCc1","15/05/2017","Caretta caretta","Calabria","Vibo Valentia","Vibo Valentia","F","70","","","Vivo","ND","Privato cittadino","Domenico Cocciolo","ASL","38.715","16.11389"
"CSC170514TCc2","14/05/2017","Caretta caretta","Lazio","Latina","Gaeta","F","58","","","Vivo","ND","Motopeschereccio","Personale","Ambito Rete Tarta Lazio","41.20688","13.59777"
"CSC170514TCc1","14/05/2017","Caretta caretta","Calabria","Vibo Valentia","Pizzo","ND","40","","","Morto","ND","Privato cittadino","Piraino","ASL","38.74972","16.18389"
"CSC170512TCc2","12/05/2017","Caretta caretta","Calabria","Cosenza","Villapiana","F","70","","","Morto","ND","Privato cittadino","Graziella Pugliese","ASL","39.81528","16.49556"
"CSC170512TCc1","12/05/2017","Caretta caretta","Liguria","Genova","Genova","ND","47","","","Morto","ND","Guardia Costiera","Walter Mignone","Istituto Zooprofilattico","44.41572","8.71514"
"CSC170510TCc1","10/05/2017","Caretta caretta","Abruzzo","Chieti","Ortona","ND","56","","","Morto","ND","Guardia Costiera","Maria Patierno","ASL","42.38055","14.36982"
"CSC170508TCc1","08/05/2017","Caretta caretta","Marche","Ancona","Senigallia","ND","45","","","Morto","ND","Privato cittadino","Venturi","ASUR","43.71639","13.22528"
"CSC170507TCc1","07/05/2017","Caretta caretta","Calabria","Catanzaro","Lamezia Terme","ND","70","","","Morto","ND","Privato cittadino","Francesco Fazio","ASL","38.89667","16.22056"
"CSC170507TCc2","07/05/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","80","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.5225","12.27944"
"CSC170430TCc1","30/04/2017","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","70","","","Morto","ND","Privato cittadino","Polimeno","Centro Studi Cetacei","43.62806","13.40417"
"CSC170430TCc2","30/04/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","75","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.50641","12.28235"
